benchmark,cwe,marker,static_time,symb_time,total_time,exploit,
/bench/results/res-20240929T012449/CWE-78/GHSA-x67x-98x7-wv26/gulp-tape-1.0.0/index.js,CWE-78,Exited 0,36.09199,0.899774,37.0339,true,
/bench/results/res-20240929T012449/CWE-78/1492_GHSA-9px9-f7jw-fwhj/priest-runner-0.3.12/src/middleware.js,CWE-78,Exited 0,32.96095,9.2e-05,32.9956,false,
/bench/results/res-20240929T012449/CWE-78/1432_GHSA-884p-74jh-xrg2/tree-kill-1.2.1/index.js,CWE-78,Exited 0,38.473974,6.298225,44.8216,true,
/bench/results/res-20240929T012449/CWE-78/GHSA-qm28-7hqv-wg5j/ng-packagr-10.1.0/lib/styles/stylesheet-processor.js,CWE-78,Exited 0,1.816623,0.,1.85098,false,
/bench/results/res-20240929T012449/CWE-78/GHSA-45w5-pvr8-4rh5/eslint-fixer-0.1.5/index.js,CWE-78,Exited 0,37.290626,1.087725,38.4234,true,
/bench/results/res-20240929T012449/CWE-78/GHSA-mm4f-47ch-f7hx/kill-by-port-0.0.1/index.js,CWE-78,Exited 0,30.741911,1.972866,32.7677,true,
/bench/results/res-20240929T012449/CWE-78/1174_GHSA-549f-73hh-mj38/gitlabhook-0.0.17/gitlabhook.js,CWE-78,Exited 0,49.619765,6.591668,56.2713,true,
/bench/results/res-20240929T012449/CWE-78/1067_GHSA-2m96-9w4j-wgv7/lodash.merge-4.6.0/index.js,CWE-78,Exited 0,37.590323,0.000135,37.6275,false,
/bench/results/res-20240929T012449/CWE-78/694_GHSA-c9j3-wqph-5xx9/egg-scripts-2.8.0/lib/cmd/start.js,CWE-78,Exited 0,59.178865,0.966323,60.1834,false,
/bench/results/res-20240929T012449/CWE-78/659_GHSA-cff4-rrq6-h78w/command-exists-1.2.3/lib/command-exists.js,CWE-78,Exited 0,39.493549,0.,119.77,true,
/bench/results/res-20240929T012449/CWE-78/1480_GHSA-g9cg-h3jm-cwrc/subtext-7.0.2/lib/index.js,CWE-78,Exited 0,31.105771,0.000126,31.142,false,
/bench/results/res-20240929T012449/CWE-78/GHSA-g4hj-r7r3-9rwv/gulp-scss-lint-1.0.0/src/command.js,CWE-78,Exited 0,39.9225,2.021316,41.9952,true,
/bench/results/res-20240929T012449/CWE-78/670_GHSA-5gwh-g79j-vh4q/pdf-image-1.0.5/index.js,CWE-78,Exited 0,37.368276,9.7e-05,37.4024,false,
/bench/results/res-20240929T012449/CWE-78/GHSA-4gfq-6m28-m5mg/freediskspace-0.1.2/freediskspace.js,CWE-78,Exited 0,38.016074,1.114817,39.1681,true,
/bench/results/res-20240929T012449/CWE-78/663_GHSA-28xh-wpgr-7fm8/open-0.0.5/lib/open.js,CWE-78,Exited 0,33.125496,121.136316,154.311,true,
/bench/results/res-20240929T012449/CWE-78/1507_GHSA-426h-24vj-qwxf/npm-programmatic-0.0.12/index.js,CWE-78,Exited 0,42.40621,2.121688,44.5811,true,
/bench/results/res-20240929T012449/CWE-78/GHSA-q6pj-jh94-5fpr/docker-compose-remote-api-0.1.4/index.js,CWE-78,Exited 0,43.286294,2.247045,45.5812,true,
/bench/results/res-20240929T012449/CWE-78/728_GHSA-cfhg-9x44-78h2/ps-0.0.2/lib/index.js,CWE-78,Exited 0,31.340852,2.063819,33.4527,true,
/bench/results/res-20240929T012449/CWE-78/GHSA-8mrf-64fw-2x75/fs-path-0.0.24/lib/index.js,CWE-78,Exited 0,49.48791,8.622166,58.1666,true,
/bench/results/res-20240929T012449/CWE-78/1446_GHSA-7r9x-hr76-jr96/giting-0.0.8/lib/git.js,CWE-78,Exited 0,47.386791,2.752673,50.1884,false,
/bench/results/res-20240929T012449/CWE-78/GHSA-r9vm-rhmf-7hxx/im-resize-2.3.2/index.js,CWE-78,Exited 0,33.565126,0.,34.7102,false,
/bench/results/res-20240929T012449/CWE-78/GHSA-fg5w-w99f-rj6w/opened-1.5.1/index.js,CWE-78,Exited 0,31.054892,9.9e-05,31.0846,false,
/bench/results/res-20240929T012449/CWE-78/GHSA-vh8f-xw5v-8993/macfromip-1.1.1/macfromip.js,CWE-78,Exited 0,28.136634,0.000129,28.1734,false,
/bench/results/res-20240929T012449/CWE-78/GHSA-jff2-qjw8-5476/systeminformation-4.34.23/lib/processes.js,CWE-78,Timeout,0.,0.,600.005,false,
/bench/results/res-20240929T012449/CWE-78/GHSA-jff2-qjw8-5476/systeminformation-4.34.23/lib/util.js,CWE-78,Timeout,0.,0.,600.003,false,
/bench/results/res-20240929T012449/CWE-78/GHSA-4j54-mxf6-wxx2/pomelo-monitor-0.3.7/lib/processMonitor.js,CWE-78,Exited 0,1.882573,0.,1.9208,false,
/bench/results/res-20240929T012449/CWE-78/GHSA-rj44-gpjc-29r7/egf-0.3.21/tags.js,CWE-78,Exited 0,27.770711,0.0001,27.807,false,
/bench/results/res-20240929T012449/CWE-78/GHSA-r3j7-x2g5-9gx6/samba-client-3.4.0/index.js,CWE-78,Exited 0,43.176664,0.208195,43.4225,false,
/bench/results/res-20240929T012449/CWE-78/1431_GHSA-wp7m-mrvf-599c/node-df-0.1.4/lib/index.js,CWE-78,Exited 0,33.541939,1.057123,34.6519,true,
/bench/results/res-20240929T012449/CWE-78/GHSA-2548-q746-x5x6/port-killer-1.0.1/index.js,CWE-78,Exited 0,36.468279,1.953915,38.472,true,
/bench/results/res-20240929T012449/CWE-78/117_GHSA-qg8p-v9q4-gh34/shell-quote-1.6.0/index.js,CWE-78,Exited 0,30.018261,0.00013,30.0548,false,
/bench/results/res-20240929T012449/CWE-78/1440_GHSA-cfwc-xjfp-44jg/gnuplot-0.3.1/gnuplot.js,CWE-78,Exited 0,28.506872,8.7e-05,28.543,false,
/bench/results/res-20240929T012449/CWE-78/GHSA-4228-7qvx-f4rq/devcert-1.1.1/dist/utils.js,CWE-78,Exited 0,29.304268,0.000113,29.3429,false,
/bench/results/res-20240929T012449/CWE-78/797_GHSA-wqhw-frpx-5mmp/tomato-0.0.7/lib/api/index.js,CWE-78,Exited 0,2.324061,0.,2.36134,false,
/bench/results/res-20240929T012449/CWE-78/GHSA-7vm7-j8p7-h346/blamer-0.1.13/src/vcs/svn.js,CWE-78,Exited 0,37.496293,0.983529,38.5247,true,
/bench/results/res-20240929T012449/CWE-78/GHSA-7vm7-j8p7-h346/blamer-0.1.13/src/vcs/git.js,CWE-78,Exited 0,31.172587,0.973012,32.1844,true,
/bench/results/res-20240929T012449/CWE-78/GHSA-g4xj-wcq6-qwx5/mock2easy-0.0.24/server/getJsonByCurl.js,CWE-78,Timeout,0.,0.,600.003,false,
/bench/results/res-20240929T012449/CWE-78/1457_GHSA-qcff-ffx3-m25c/meta-git-1.1.3/bin/meta-git-clone,CWE-78,Exited 0,28.258627,9.5e-05,28.2965,false,
/bench/results/res-20240929T012449/CWE-78/954_GHSA-4q8f-5xxj-946r/addax-1.0.6/server.js,CWE-78,Exited 0,34.641343,9.6e-05,34.673,false,
/bench/results/res-20240929T012449/CWE-78/1433_GHSA-533p-g2hq-qr26/treekill-1.0.0/index.js,CWE-78,Exited 0,32.907646,6.488023,39.4373,true,
/bench/results/res-20240929T012449/CWE-78/GHSA-whq6-mj2r-mjqc/lsof-0.0.4/lib/lsof.js,CWE-78,Exited 0,26.296291,3.230173,29.5752,true,
/bench/results/res-20240929T012449/CWE-78/GHSA-2m8v-572m-ff2v/systeminformation-4.34.23/lib/processes.js,CWE-78,Timeout,0.,0.,600.004,false,
/bench/results/res-20240929T012449/CWE-78/GHSA-2m8v-572m-ff2v/systeminformation-4.34.23/lib/util.js,CWE-78,Timeout,0.,0.,600.005,false,
/bench/results/res-20240929T012449/CWE-78/668_GHSA-m7qm-r2r5-f77q/react-marked-markdown-1.4.6/dist/components/MarkdownPreview.js,CWE-78,Exited 0,29.379113,0.000123,29.4177,false,
/bench/results/res-20240929T012449/CWE-78/1465_GHSA-rjvj-673q-4hfw/traceroute-1.0.0/traceroute.js,CWE-78,Exited 0,34.871339,0.000144,34.9095,false,
/bench/results/res-20240929T012449/CWE-78/960_GHSA-j6v9-xgvh-f796/wxchangba-1.0.3/src/server/wx.js,CWE-78,Exited 0,38.390452,0.000104,38.4277,false,
/bench/results/res-20240929T012449/CWE-78/953_GHSA-mxmj-84q8-34r7/expressfs-0.2.10/expressfs.server.js,CWE-78,Exited 0,47.159867,7.115753,54.3304,true,
/bench/results/res-20240929T012449/CWE-78/GHSA-6m8p-4fxj-pgc2/mversion-1.13.0/lib/git.js,CWE-78,Exited 0,36.863875,0.000141,36.8991,false,
/bench/results/res-20240929T012449/CWE-78/604_GHSA-wjr4-2jgw-hmv8/whereis-0.4.0/index.js,CWE-78,Exited 0,37.626942,4.096893,41.7781,true,
/bench/results/res-20240929T012449/CWE-78/GHSA-ph32-23p8-9rw5/network-manager-1.0.2/common.js,CWE-78,Exited 0,32.540241,1.105661,33.6948,true,
/bench/results/res-20240929T012449/CWE-78/GHSA-f8fh-8rgm-227h/node-prompt-here-1.0.1/index.js,CWE-78,Exited 0,33.455935,1.281049,34.7789,true,
/bench/results/res-20240929T012449/CWE-78/GHSA-4449-hg37-77v8/total.js-3.4.6/image.js,CWE-78,Timeout,0.,0.,600.003,false,
/bench/results/res-20240929T012449/CWE-78/GHSA-487w-pqcm-63hq/buns-1.1.6/lib/index.js,CWE-78,Exited 0,47.753876,0.000111,47.7883,false,
/bench/results/res-20240929T012449/CWE-78/GHSA-7h8x-wmq2-7mff/launchpad-0.7.5/lib/local/instance.js,CWE-78,Exited 0,36.676961,0.000143,36.7102,false,
/bench/results/res-20240929T012449/CWE-78/GHSA-xmxh-g7wj-8m4m/curling-1.0.0/lib/curl-transport.js,CWE-78,Exited 0,32.530946,1.094968,33.6755,true,
/bench/results/res-20240929T012449/CWE-78/GHSA-333x-qr3v-g4xx/spritesheet-js-1.2.6/lib/generator.js,CWE-78,Exited 0,69.850337,17.334633,87.2311,true,
/bench/results/res-20240929T012449/CWE-78/GHSA-49q3-8867-5wmp/reg-keygen-git-hash-plugin-0.10.15/lib/git-cmd-client.js,CWE-78,Exited 0,36.750762,8.8e-05,36.786,false,
/bench/results/res-20240929T012449/CWE-78/GHSA-8px5-63x9-5c7p/pullit-1.3.0/src/index.js,CWE-78,Exited 0,36.89962,0.950438,37.8947,true,
/bench/results/res-20240929T012449/CWE-78/GHSA-4rv9-5vc4-88cg/node-ps-0.0.2/lib/index.js,CWE-78,Exited 0,32.945773,0.998522,33.9866,true,
/bench/results/res-20240929T012449/CWE-78/719_GHSA-7g2w-6r25-2j7p/libnmap-0.4.15/lib/classes/tools.js,CWE-78,Exited 0,35.572611,9.7e-05,35.6073,false,
/bench/results/res-20240929T012449/CWE-78/317_GHSA-mxjr-xmcg-fg7w/mobile-icon-resizer-0.4.2/lib/resize.js,CWE-78,Exited 0,38.524688,8.3e-05,38.5589,false,
/bench/results/res-20240929T012449/CWE-78/667_GHSA-gm29-35c7-8cfw/buttle-0.3.1/lib/mid-php.js,CWE-78,Exited 0,40.36584,0.,41.3964,false,
/bench/results/res-20240929T012449/CWE-78/GHSA-h33p-5j96-w8qh/gulp-styledocco-0.0.3/index.js,CWE-78,Exited 0,28.612261,0.000138,28.6441,false,
/bench/results/res-20240929T012449/CWE-78/966_GHSA-pmv6-gf98-p3r5/kill-port-1.3.1/index.js,CWE-78,Exited 0,31.052033,483.967663,515.072,true,
/bench/results/res-20240929T012449/CWE-78/GHSA-vm67-7vmg-66vm/portprocesses-1.0.4/exec.js,CWE-78,Exited 0,35.821653,1.036283,36.9054,true,
/bench/results/res-20240929T012449/CWE-78/GHSA-qfxv-qqvg-24pg/im-metadata-3.0.1/index.js,CWE-78,Exited 0,33.661006,0.887537,34.5977,true,
/bench/results/res-20240929T012449/CWE-78/1512_GHSA-6q48-vjq2-mwcj/umount-1.1.6/build/umount.js,CWE-78,Exited 0,32.496582,1.029647,33.5755,true,
/bench/results/res-20240929T012449/CWE-78/773_GHSA-9wjh-jr2j-6r4x/pi_video_recording-1.0.1/pi_video_recording.js,CWE-78,Exited 0,33.010181,6.348548,39.4113,true,
/bench/results/res-20240929T012449/CWE-78/789_GHSA-f698-m2v9-5fh3/opencv-6.0.0/utils/find-opencv.js,CWE-78,Exited 0,34.253965,0.000123,34.2887,false,
/bench/results/res-20240929T012449/CWE-78/GHSA-m647-5wf9-3jp3/closure-compiler-stream-0.1.15/index.js,CWE-78,Exited 0,30.149904,9.6e-05,30.1851,false,
/bench/results/res-20240929T012449/CWE-78/727_GHSA-9hqj-38j2-5jgm/ascii-art-1.4.2/bin/ascii-art,CWE-78,Exited 0,30.350743,0.000138,30.3812,false,
/bench/results/res-20240929T012449/CWE-78/977_GHSA-wgw3-gf4p-62xc/wizard-syncronizer-0.0.1/bin/wizard-sync.js,CWE-78,Exited 0,38.799986,0.959609,39.804,true,
/bench/results/res-20240929T012449/CWE-78/GHSA-m6rw-m2v9-7hx4/wifiscanner-1.0.1/scanners/wifiscanner.js,CWE-78,Exited 0,22.718354,0.000122,22.7528,false,
/bench/results/res-20240929T012449/CWE-78/40_GHSA-vjfr-p6hp-jqqw/ungit-0.8.4/source/git.js,CWE-78,Timeout,0.,0.,600.004,false,
/bench/results/res-20240929T012449/CWE-78/GHSA-6c3f-p5wp-34mh/async-git-1.13.0/lib/reset/index.js,CWE-78,Exited 0,29.061405,0.000102,29.0993,false,
/bench/results/res-20240929T012449/CWE-78/695_GHSA-29gp-92wp-94q8/react-dev-utils-5.0.1/openBrowser.js,CWE-78,Exited 0,37.944396,2.106675,40.1065,true,
/bench/results/res-20240929T012449/CWE-78/654_GHSA-pp57-mqmh-44h7/macaddress-0.2.8/lib/unix.js,CWE-78,Exited 0,30.175883,1.054692,31.2759,true,
/bench/results/res-20240929T012449/CWE-78/654_GHSA-pp57-mqmh-44h7/macaddress-0.2.8/lib/linux.js,CWE-78,Exited 0,31.252466,1.057782,32.3611,true,
/bench/results/res-20240929T012449/CWE-78/654_GHSA-pp57-mqmh-44h7/macaddress-0.2.8/lib/macosx.js,CWE-78,Exited 0,30.251102,1.043604,31.3411,true,
/bench/results/res-20240929T012449/CWE-78/GHSA-pxcc-hj8w-fmm7/sdk-2.19.0/dist/getPackedPackage.js,CWE-78,Exited 0,29.458107,0.000103,29.498,false,
/bench/results/res-20240929T012449/CWE-78/1441_GHSA-65xx-c85x-wg76/plotter-0.5.0/plotter.js,CWE-78,Exited 0,67.822667,77.090542,144.991,true,
/bench/results/res-20240929T012449/CWE-78/958_GHSA-8mgg-5x65-m4m4/soletta-dev-app-0.0.7/server/routes.js,CWE-78,Exited 0,42.784558,0.000128,42.8229,false,
/bench/results/res-20240929T012449/CWE-78/1517_GHSA-gm9x-q798-hmr4/git-tags-remote-1.0.3/dist/index.js,CWE-78,Exited 0,35.9685,0.960062,36.9711,false,
/bench/results/res-20240929T012449/CWE-78/GHSA-fmf5-j5j9-99pp/pulverizr-0.7.0/lib/job.js,CWE-78,Exited 0,35.358526,9.9e-05,35.3954,false,
/bench/results/res-20240929T012449/CWE-78/1439_GHSA-rc77-xxq6-4mff/hot-formula-parser-3.0.0/lib/grammar-parser/grammar-parser.js,CWE-78,Exited 0,41.584256,8.5e-05,41.6184,false,
/bench/results/res-20240929T012449/CWE-78/GHSA-6xv6-jpvw-cx6q/bestzip-2.1.6/lib/bestzip.js,CWE-78,Exited 0,40.63792,1.08674,41.7666,true,
/bench/results/res-20240929T012449/CWE-78/1020_GHSA-w725-67p7-xv22/local-devices-2.0.0/src/index.js,CWE-78,Exited 0,37.573191,1.693197,39.3158,true,
/bench/results/res-20240929T012449/CWE-78/643_GHSA-3pxp-6963-46r9/pdfinfojs-0.4.0/lib/pdfinfo.js,CWE-78,Exited 0,35.300857,0.000104,35.3327,false,
/bench/results/res-20240929T012449/CWE-78/GHSA-5wqj-f379-6jh4/kill-process-on-port-1.0.2/build/main/lib/index.js,CWE-78,Exited 0,34.10485,7.7e-05,34.1422,false,
/bench/results/res-20240929T012449/CWE-78/GHSA-7qmm-q394-fmch/ps-kill-1.0.0/index.js,CWE-78,Exited 0,33.061995,1.055194,34.1581,true,
/bench/results/res-20240929T012449/CWE-78/GHSA-5q6m-3h65-w53x/react-dev-utils-11.0.3/getProcessForPort.js,CWE-78,Exited 0,32.894547,4.173884,37.1223,true,
/bench/results/res-20240929T012449/CWE-94/GHSA-35jh-r3h4-6jhm/lodash-4.17.20/lodash.js,CWE-94,Timeout,0.,0.,600.004,false,
/bench/results/res-20240929T012449/CWE-94/551_GHSA-pv8x-p9hq-j328/mathjs-3.16.5/lib/expression/node/ObjectNode.js,CWE-94,Exited 0,30.610382,9.2e-05,30.6438,false,
/bench/results/res-20240929T012449/CWE-94/835_GHSA-cg48-9hh2-x6mx/preact-10.0.0-beta.0/src/create-element.js,CWE-94,Exited 0,28.817217,8.7e-05,28.8579,false,
/bench/results/res-20240929T012449/CWE-94/GHSA-4wv4-mgfq-598v/nobelprizeparser-1.0.1/lib/index.js,CWE-94,Exited 0,35.110325,9e-05,35.1436,false,
/bench/results/res-20240929T012449/CWE-94/GHSA-rwxp-hwwf-653v/express-hbs-2.1.2/lib/hbs.js,CWE-94,Exited 0,42.186629,8.8e-05,42.2236,false,
/bench/results/res-20240929T012449/CWE-94/813_GHSA-8j8c-7jfh-h6hx/js-yaml-3.13.0/lib/js-yaml/loader.js,CWE-94,Exited 0,2.487896,0.,2.52567,false,
/bench/results/res-20240929T012449/CWE-94/360_GHSA-qr32-j4j6-3m7r/fs-git-1.0.1/lib/index.js,CWE-94,Exited 0,39.257475,0.000111,39.2946,false,
/bench/results/res-20240929T012449/CWE-94/1_GHSA-5j3g-jfq3-7jwx/bassmaster-1.5.1/lib/batch.js,CWE-94,Exited 0,35.334888,9.8e-05,35.3637,false,
/bench/results/res-20240929T012449/CWE-94/GHSA-6cf8-qhqj-vjqm/total.js-3.4.6/utils.js,CWE-94,Timeout,0.,0.,600.004,false,
/bench/results/res-20240929T012449/CWE-94/GHSA-j32x-j8pj-pg2h/decal-2.1.3/src/utils/extend.js,CWE-94,Exited 0,31.247538,0.000134,31.2852,false,
/bench/results/res-20240929T012449/CWE-94/1118_GHSA-3gx7-xhv7-5mx3/eslint-utils-1.4.0/index.js,CWE-94,Exited 0,36.740111,0.000113,36.7762,false,
/bench/results/res-20240929T012449/CWE-94/GHSA-3crj-w4f5-gwh4/less-openui5-0.9.0/lib/thirdparty/less/parser.js,CWE-94,Exited 0,57.460086,0.00012,57.499,false,
/bench/results/res-20240929T012449/CWE-94/GHSA-3crj-w4f5-gwh4/less-openui5-0.9.0/lib/thirdparty/less/functions.js,CWE-94,Exited 0,42.392814,0.000105,42.4305,false,
/bench/results/res-20240929T012449/CWE-94/GHSA-3crj-w4f5-gwh4/less-openui5-0.9.0/lib/thirdparty/less/tree/quoted.js,CWE-94,Exited 0,35.727502,7e-05,35.7639,false,
/bench/results/res-20240929T012449/CWE-94/54_GHSA-pjh3-jv7w-9jpr/gm-1.20.0/lib/compare.js,CWE-94,Exited 0,50.767594,482.420203,533.299,true,
/bench/results/res-20240929T012449/CWE-94/736_GHSA-gwg9-rgvj-4h5j/morgan-1.9.0/index.js,CWE-94,Exited 0,35.003735,62.515899,97.5671,true,
/bench/results/res-20240929T012449/CWE-94/GHSA-cf4h-3jhx-xvhq/underscore-1.12.0/underscore.js,CWE-94,Exited 0,61.692318,0.000102,61.73,false,
/bench/results/res-20240929T012449/CWE-94/1021_GHSA-r3x4-wr4h-pw33/safer-eval-1.3.3/src/browser.js,CWE-94,Exited 0,33.590804,9.4e-05,33.6279,false,
/bench/results/res-20240929T012449/CWE-94/1021_GHSA-r3x4-wr4h-pw33/safer-eval-1.3.3/src/index.js,CWE-94,Exited 0,34.637567,9.6e-05,34.6749,false,
/bench/results/res-20240929T012449/CWE-94/153_GHSA-jcw8-r9xm-32c6/dns-sync-0.1.0/lib/dns-sync.js,CWE-94,Exited 0,31.371924,1.071741,32.4865,true,
/bench/results/res-20240929T012449/CWE-94/523/dns-sync-0.1.0/lib/dns-sync.js,CWE-94,Exited 0,31.297262,1.023516,32.3651,true,
/bench/results/res-20240929T012449/CWE-94/37_GHSA-5726-g6r9-5f22/syntax-error-1.1.0/index.js,CWE-94,Exited 0,31.814234,1.058427,32.9152,true,
/bench/results/res-20240929T012449/CWE-94/GHSA-fw2f-7f87-5r6c/access-policy-3.1.0/lib/encode.js,CWE-94,Exited 0,36.197944,61.021184,97.2657,true,
/bench/results/res-20240929T012449/CWE-94/144_GHSA-4662-j96g-mv46/reduce-css-calc-1.2.4/index.js,CWE-94,Exited 0,39.081757,1.02966,40.1597,true,
/bench/results/res-20240929T012449/CWE-94/552_GHSA-vx5c-87qx-cv6c/mathjs-3.16.5/lib/expression/parse.js,CWE-94,Exited 0,3.615885,0.,3.65377,false,
/bench/results/res-20240929T012449/CWE-94/GHSA-cg42-4wrc-gp47/node-extend-0.2.0/lib/extend.js,CWE-94,Exited 0,33.071138,1.54623,34.6709,true,
/bench/results/res-20240929T012449/CWE-94/1122_GHSA-5mrr-rgp6-x4gr/marsdb-0.6.11/lib/DocumentMatcher.js,CWE-94,Exited 0,38.439626,0.000105,38.4746,false,
/bench/results/res-20240929T012449/CWE-94/336_GHSA-63m4-fhf2-cmf7/windows-cpu-0.1.4/index.js,CWE-94,Exited 0,27.315812,1.241257,28.5969,true,
/bench/results/res-20240929T012449/CWE-94/49_GHSA-qr28-7j6p-9hmv/mapbox.js-2.1.6/src/map.js,CWE-94,Exited 0,2.374184,0.,2.40385,false,
/bench/results/res-20240929T012449/CWE-94/315_GHSA-cwcp-6c48-fm7m/summit-0.1.22/lib/drivers/search/pouch.js,CWE-94,Exited 2,0.,0.,0.026068,false,
/bench/results/res-20240929T012449/CWE-94/GHSA-j665-rvj7-2jv9/mosc-1.0.0/mosc.js,CWE-94,Timeout,0.,0.,600.003,false,
/bench/results/res-20240929T012449/CWE-94/1120_GHSA-xf27-jqwv-gf3r/larvitbase-api-0.5.2/index.js,CWE-94,Exited 0,41.391843,2.099423,43.544,true,
/bench/results/res-20240929T012449/CWE-94/356_GHSA-hfq9-rfpv-j8r8/pidusage-1.1.4/lib/stats.js,CWE-94,Exited 0,38.146358,6.405171,44.5997,true,
/bench/results/res-20240929T012449/CWE-94/GHSA-h4j5-c7cj-74xg/xmlhttprequest-ssl-1.6.1/lib/XMLHttpRequest.js,CWE-94,Exited 0,31.52507,0.000113,31.5524,false,
/bench/results/res-20240929T012449/CWE-94/97_GHSA-r87w-47m8-22w3/jsrender-0.9.73/jsrender.js,CWE-94,Timeout,0.,0.,600.004,false,
/bench/results/res-20240929T012449/CWE-94/GHSA-3wj8-vp9h-rm6m/total.js-3.4.6/utils.js,CWE-94,Timeout,0.,0.,600.004,false,
/bench/results/res-20240929T012449/CWE-94/GHSA-vc9j-fhvv-8vrf/scratch-vm-0.2.0-prerelease.20200709173451/src/serialization/sb3.js,CWE-94,Exited 0,4.14617,0.,4.18641,false,
/bench/results/res-20240929T012449/CWE-94/GHSA-v756-4whv-48vc/cd-messenger-2.7.26/messenger-node.js,CWE-94,Exited 2,0.,0.,0.035434,false,
/bench/results/res-20240929T012449/CWE-471/717_GHSA-qw93-45r3-p66p/merge-options-1.0.0/index.js,CWE-471,Exited 0,37.896469,2.212027,40.1622,true,
/bench/results/res-20240929T012449/CWE-471/1502_GHSA-6pq3-928q-x6w6/utils-extend-1.0.8/index.js,CWE-471,Exited 0,37.396248,1.24661,38.6911,true,
/bench/results/res-20240929T012449/CWE-471/1463_GHSA-4r97-78gf-q24v/klona-1.1.0/dist/klona.js,CWE-471,Exited 0,29.00464,0.000149,29.0428,false,
/bench/results/res-20240929T012449/CWE-471/722_GHSA-f9cm-qmx5-m98h/merge-1.2.0/merge.js,CWE-471,Exited 0,41.069166,2.359072,43.4868,true,
/bench/results/res-20240929T012449/CWE-471/578_GHSA-3mpr-hq3p-49h9/mixin-deep-1.3.0/index.js,CWE-471,Exited 0,29.690386,0.00011,29.7231,false,
/bench/results/res-20240929T012449/CWE-471/612_GHSA-hr2v-3952-633q/deep-extend-0.5.0/lib/deep-extend.js,CWE-471,Exited 0,29.603749,0.000122,29.6405,false,
/bench/results/res-20240929T012449/CWE-471/1331_GHSA-q9wr-gcjc-hq52/reggae-0.0.1/index.js,CWE-471,Exited 0,28.99876,9e-05,29.0343,false,
/bench/results/res-20240929T012449/CWE-471/579_GHSA-xcvv-84j5-jw9h/assign-deep-0.4.6/index.js,CWE-471,Exited 0,38.969486,2.862659,41.8988,true,
/bench/results/res-20240929T012449/CWE-471/GHSA-5pm8-492c-92p5/chartkick-3.1.3/dist/chartkick.js,CWE-471,Exited 0,77.879961,9.2e-05,77.9247,false,
/bench/results/res-20240929T012449/CWE-471/1483_GHSA-66mv-xh68-h6v2/hapi-19.1.0/lib/cors.js,CWE-471,Exited 0,4.174848,0.,4.22414,false,
/bench/results/res-20240929T012449/CWE-471/1333_GHSA-9qrg-h9g8-c65q/deep-setter-1.0.1/index.js,CWE-471,Exited 0,28.370804,0.000125,28.4051,false,
/bench/results/res-20240929T012449/CWE-471/893_GHSA-f7qw-5pvg-mmwp/lutils-merge-0.2.6/merge.js,CWE-471,Exited 0,39.94907,4.438524,44.438,true,
/bench/results/res-20240929T012449/CWE-471/566_GHSA-jp4x-w63m-7wgm/hoek-5.0.2/lib/index.js,CWE-471,Exited 0,53.399493,0.,132.316,true,
/bench/results/res-20240929T012449/CWE-471/801_GHSA-f8h3-rqrm-47v9/smart-extend-1.7.4/dist/smart-extend.js,CWE-471,Exited 0,32.291727,0.000148,32.3288,false,
/bench/results/res-20240929T012449/CWE-471/780_GHSA-675m-85rw-j3w4/just-extend-3.0.0/index.js,CWE-471,Exited 0,28.68731,0.000107,28.7171,false,
/bench/results/res-20240929T012449/CWE-471/739_GHSA-hc9w-4p87-j549/cached-path-relative-1.0.1/lib/index.js,CWE-471,Exited 0,26.440685,20.803069,47.2778,true,
/bench/results/res-20240929T012449/CWE-471/580_GHSA-9g9w-hmvj-5h57/merge-deep-3.0.0/index.js,CWE-471,Timeout,0.,0.,600.003,false,
/bench/results/res-20240929T012449/CWE-471/1070_GHSA-46fh-8fc5-xcwx/lodash.defaultsdeep-4.6.0/index.js,CWE-471,Exited 0,38.765283,8.5e-05,38.8009,false,
/bench/results/res-20240929T012449/CWE-471/GHSA-pf2j-9qmp-jqr2/typeorm-0.2.24/util/OrmUtils.js,CWE-471,Exited 0,24.472929,8.8e-05,24.5022,false,
/bench/results/res-20240929T012449/CWE-471/779_GHSA-h466-j336-74wx/mpath-0.5.0/lib/index.js,CWE-471,Timeout,0.,0.,600.003,false,
/bench/results/res-20240929T012449/CWE-471/1334_GHSA-8j49-49jq-vwcq/getsetdeep-4.12.0/edition-browsers/index.js,CWE-471,Exited 0,30.16457,8.9e-05,30.1988,false,
/bench/results/res-20240929T012449/CWE-471/1014_GHSA-66rh-8fw6-59q6/assign-deep-0.4.8/index.js,CWE-471,Exited 0,38.691041,2.831461,41.5747,true,
/bench/results/res-20240929T012449/CWE-471/1508_GHSA-96r7-mrqf-jhcc/ini-parser-0.0.2/index.js,CWE-471,Exited 0,28.119712,2.049939,30.2135,true,
/bench/results/res-20240929T012449/CWE-471/577_GHSA-fvqr-27wr-82fm/lodash-4.17.4/lodash.js,CWE-471,Timeout,0.,0.,600.004,false,
/bench/results/res-20240929T012449/CWE-471/1469_GHSA-gqgv-6jq5-jjj9/qs-6.2.2/lib/parse.js,CWE-471,Exited 0,33.219318,0.000131,33.2612,false,
/bench/results/res-20240929T012449/CWE-471/1343_GHSA-89mq-4x47-5v83/v1.7.8.tar/angular.js,CWE-471,Exited 2,0.,0.,0.0365701,false,
