benchmark,cwe,marker,fuzz_time,expl_time,total_time,taintpath,exploit,
results/nodemedic/20240906-secbench/rtcmulticonnection-client/rtcmulticonnection-client-1.0.5_NodeMedic,CWE-22,Exited 0,0.,0.,8.209649601,false,false,
results/nodemedic/20240906-secbench/eslint-fixer/eslint-fixer-0.1.5_NodeMedic,CWE-78,Exited 0,0.,0.,37.515010145,false,false,
results/nodemedic/20240906-secbench/getsetdeep/getsetdeep-4.15.0_NodeMedic,CWE-471,Exited 0,0.,0.,9.379764687,false,false,
results/nodemedic/20240906-secbench/node-http-server/node-http-server-8.1.2_NodeMedic,CWE-22,Exited 0,0.,0.,9.564232401,false,false,
results/nodemedic/20240906-secbench/psnode/psnode-0.0.1_NodeMedic,CWE-78,Exited 0,0.,0.,8.535805454,false,false,
results/nodemedic/20240906-secbench/open-device/open-device-4.0.1_NodeMedic,CWE-22,Exited 0,0.,0.,9.717359922,false,false,
results/nodemedic/20240906-secbench/serverlyj333/serverlyj333-1.1.0_NodeMedic,CWE-22,Exited 0,0.,0.,9.193580987,false,false,
results/nodemedic/20240906-secbench/hftp/hftp-0.0.6_NodeMedic,CWE-22,Exited 0,0.,0.,8.758901516,false,false,
results/nodemedic/20240906-secbench/caolilinode/caolilinode-1.0.0_NodeMedic,CWE-22,Exited 0,0.,0.,9.05891782,false,false,
results/nodemedic/20240906-secbench/ini/ini-1.3.5_NodeMedic,CWE-471,Exited 0,0.,0.,6.683196936,false,false,
results/nodemedic/20240906-secbench/assign-deep/assign-deep-1.0.0_NodeMedic,CWE-471,Exited 0,0.,0.,9.111715481,false,false,
results/nodemedic/20240906-secbench/undefsafe/undefsafe-2.0.2_NodeMedic,CWE-471,Exited 0,0.,0.,7.489501433,false,false,
results/nodemedic/20240906-secbench/static-server-gx/static-server-gx-1.2.1_NodeMedic,CWE-22,Exited 0,0.,0.,10.19756685,false,false,
results/nodemedic/20240906-secbench/serverxh/serverxh-1.0.0_NodeMedic,CWE-22,Exited 0,0.,0.,9.306562639,false,false,
results/nodemedic/20240906-secbench/killport/killport-1.0.1_NodeMedic,CWE-78,Exited 0,0.,0.,14.867707218,false,false,
results/nodemedic/20240906-secbench/mout/mout-1.0.0_NodeMedic,CWE-471,Exited 0,0.,0.,8.003946032,false,false,
results/nodemedic/20240906-secbench/bitty/bitty-0.1.0_NodeMedic,CWE-22,Exited 0,0.,0.,22.706276624,false,false,
results/nodemedic/20240906-secbench/wuzhuang/wuzhuang-1.0.0_NodeMedic,CWE-22,Exited 0,0.,0.,8.483959823,false,false,
results/nodemedic/20240906-secbench/hdsdhhksjd/hdsdhhksjd-1.0.0_NodeMedic,CWE-22,Exited 0,0.,0.,9.097612843,false,false,
results/nodemedic/20240906-secbench/simple-mock-server/simple-mock-server-0.2.1_NodeMedic,CWE-22,Exited 0,0.,0.,9.194354641,false,false,
results/nodemedic/20240906-secbench/angular-http-server/angular-http-server-1.0.0_NodeMedic,CWE-22,Exited 0,0.,0.,9.590532647,false,false,
results/nodemedic/20240906-secbench/deeps/deeps-1.4.5_NodeMedic,CWE-471,Exited 0,0.,0.,8.128080496,false,false,
results/nodemedic/20240906-secbench/heroku-env/heroku-env-0.2.0_NodeMedic,CWE-78,Exited 0,0.,0.,10.569879306,false,false,
results/nodemedic/20240906-secbench/doc-path/doc-path-2.0.0_NodeMedic,CWE-471,Exited 0,0.,0.,15.937100692,false,false,
results/nodemedic/20240906-secbench/style-dictionary/style-dictionary-2.10.2_NodeMedic,CWE-471,Exited 0,0.,0.,8.825177339,false,false,
results/nodemedic/20240906-secbench/dset/dset-1.0.0_NodeMedic,CWE-471,Exited 0,0.,0.,7.613630877,false,false,
results/nodemedic/20240906-secbench/safe-eval/safe-eval-0.2.0_NodeMedic,CWE-94,Exited 0,0.,0.,36.054360162,false,false,
results/nodemedic/20240906-secbench/safe-obj/safe-obj-1.0.0_NodeMedic,CWE-471,Exited 0,0.,0.,8.183706611,false,false,
results/nodemedic/20240906-secbench/shenliru3/shenliru3-1.3.0_NodeMedic,CWE-22,Exited 0,0.,0.,9.381811565,false,false,
results/nodemedic/20240906-secbench/deephas/deephas-1.0.5_NodeMedic,CWE-471,Exited 0,0.,0.,8.718190911,false,false,
results/nodemedic/20240906-secbench/node-serialize/node-serialize-0.0.3_NodeMedic,CWE-94,Exited 0,0.,0.,8.473705734,false,false,
results/nodemedic/20240906-secbench/wenluhong1/wenluhong1-1.0.0_NodeMedic,CWE-22,Exited 0,0.,0.,9.177160364,false,false,
results/nodemedic/20240906-secbench/freespace/freespace-1.0.4_NodeMedic,CWE-78,Exited 0,7.934,10.647,67.715005949,true,false,
results/nodemedic/20240906-secbench/js-yaml/js-yaml-3.13.0_NodeMedic,CWE-94,Exited 0,0.,0.,8.021457925,false,false,
results/nodemedic/20240906-secbench/ritp/ritp-1.0.5_NodeMedic,CWE-22,Exited 0,0.,0.,9.257261291,false,false,
results/nodemedic/20240906-secbench/lzl123/lzl123-1.1.0_NodeMedic,CWE-22,Exited 0,0.,0.,8.66421849,false,false,
results/nodemedic/20240906-secbench/hangersteak/hangersteak-0.2.2_NodeMedic,CWE-22,Exited 0,0.,0.,13.865887373,false,false,
results/nodemedic/20240906-secbench/mithril/mithril-1.0.0_NodeMedic,CWE-471,Exited 0,0.,0.,9.749836207,false,false,
results/nodemedic/20240906-secbench/looppake/looppake-3.0.0_NodeMedic,CWE-22,Exited 0,0.,0.,9.51085935,false,false,
results/nodemedic/20240906-secbench/defaults-deep/defaults-deep-0.2.0_NodeMedic,CWE-471,Exited 0,0.,0.,7.830212747,false,false,
results/nodemedic/20240906-secbench/deferred-exec/deferred-exec-0.3.1_NodeMedic,CWE-78,Exited 0,0.,0.,8.691615774,false,false,
results/nodemedic/20240906-secbench/apiconnect-cli-plugins/apiconnect-cli-plugins-6.0.2_NodeMedic,CWE-78,Exited 0,0.,0.,14.587531206,false,false,
results/nodemedic/20240906-secbench/shvl/shvl-2.0.1_NodeMedic,CWE-471,Exited 0,0.,0.,8.491872057,false,false,
results/nodemedic/20240906-secbench/pixl-class/pixl-class-1.0.0_NodeMedic,CWE-94,Exited 0,45.366,15.57,76.083189786,true,false,
results/nodemedic/20240906-secbench/im-metadata/im-metadata-3.0.1_NodeMedic,CWE-78,Exited 0,0.,0.,18.666692035,false,false,
results/nodemedic/20240906-secbench/statichttpserver/statichttpserver-0.9.7_NodeMedic,CWE-22,Exited 0,0.,0.,9.958992705,false,false,
results/nodemedic/20240906-secbench/serverwg/serverwg-1.0.0_NodeMedic,CWE-22,Exited 0,0.,0.,9.066769097,false,false,
results/nodemedic/20240906-secbench/deepref/deepref-1.1.1_NodeMedic,CWE-471,Exited 0,0.,0.,8.77251793,false,false,
results/nodemedic/20240906-secbench/cuiaiguang/cuiaiguang-1.0.0_NodeMedic,CWE-22,Exited 0,0.,0.,8.849315634,false,false,
results/nodemedic/20240906-secbench/samsung-remote/samsung-remote-1.2.5_NodeMedic,CWE-78,Exited 0,0.,0.,9.309824835,false,false,
results/nodemedic/20240906-secbench/datachannel-client/datachannel-client-1.0.2_NodeMedic,CWE-22,Exited 0,0.,0.,8.6159686,false,false,
results/nodemedic/20240906-secbench/dotty/dotty-0.0.1_NodeMedic,CWE-471,Exited 0,0.,0.,8.771597004,false,false,
results/nodemedic/20240906-secbench/infraserver/infraserver-0.0.1_NodeMedic,CWE-22,Exited 0,0.,0.,13.476961233,false,false,
results/nodemedic/20240906-secbench/scp/scp-0.0.3_NodeMedic,CWE-78,Exited 0,8.914,10.687,38.814382033,true,false,
results/nodemedic/20240906-secbench/properties-reader/properties-reader-2.0.0_NodeMedic,CWE-471,Exited 0,0.,0.,8.27521744,false,false,
results/nodemedic/20240906-secbench/kmc/kmc-1.2.2_NodeMedic,CWE-94,Exited 0,19.051,0.,53.548716128,false,false,
results/nodemedic/20240906-secbench/set-object-value/set-object-value-0.0.5_NodeMedic,CWE-471,Exited 0,0.,0.,9.473844239,false,false,
results/nodemedic/20240906-secbench/easy-node-server/easy-node-server-1.2.1_NodeMedic,CWE-22,Exited 0,0.,0.,8.595021235,false,false,
results/nodemedic/20240906-secbench/serverhuwenhui/serverhuwenhui-1.1.0_NodeMedic,CWE-22,Exited 0,0.,0.,7.817709989,false,false,
results/nodemedic/20240906-secbench/rjpserver/rjpserver-1.0.0_NodeMedic,CWE-22,Exited 0,0.,0.,8.856354976,false,false,
results/nodemedic/20240906-secbench/objtools/objtools-3.0.0_NodeMedic,CWE-471,Exited 0,0.,0.,9.515211707,false,false,
results/nodemedic/20240906-secbench/extend-merge/extend-merge-1.0.5_NodeMedic,CWE-471,Exited 0,0.,0.,8.720177808,false,false,
results/nodemedic/20240906-secbench/cxy/cxy-1.1.0_NodeMedic,CWE-22,Exited 0,0.,0.,9.214172738,false,false,
results/nodemedic/20240906-secbench/decal/decal-2.0.0_NodeMedic,CWE-471,Exited 0,6.241,0.,66.932528205,false,false,
results/nodemedic/20240906-secbench/decal/decal-2.1.3_NodeMedic,CWE-471,Exited 0,5.847,0.,67.610390323,false,false,
results/nodemedic/20240906-secbench/wincred/wincred-1.0.2_NodeMedic,CWE-78,Exited 0,0.,0.,8.709138806,false,false,
results/nodemedic/20240906-secbench/gyfserver/gyfserver-1.0.0_NodeMedic,CWE-22,Exited 0,0.,0.,13.472008164,false,false,
results/nodemedic/20240906-secbench/node-unrar/node-unrar-0.1.0_NodeMedic,CWE-78,Exited 0,0.,0.,38.714578148,false,false,
results/nodemedic/20240906-secbench/dcdcdcdcdc/dcdcdcdcdc-1.0.0_NodeMedic,CWE-22,Exited 0,0.,0.,8.575442276,false,false,
results/nodemedic/20240906-secbench/curljs/curljs-0.1.2_NodeMedic,CWE-78,Exited 0,0.,0.,15.03461069,false,false,
results/nodemedic/20240906-secbench/xingbaohai/xingbaohai-1.0.0_NodeMedic,CWE-22,Exited 0,0.,0.,8.569905422,false,false,
results/nodemedic/20240906-secbench/copy-props/copy-props-2.0.4_NodeMedic,CWE-471,Exited 0,0.,0.,7.643539339,false,false,
results/nodemedic/20240906-secbench/git-lib/git-lib-1.6.0_NodeMedic,CWE-78,Exited 0,0.,0.,9.847965326,false,false,
results/nodemedic/20240906-secbench/geojson2kml/geojson2kml-0.1.1_NodeMedic,CWE-78,Exited 0,0.,0.,11.051258695,false,false,
results/nodemedic/20240906-secbench/libnmap/libnmap-0.4.11_NodeMedic,CWE-78,Exited 0,0.,0.,9.3765453,false,false,
results/nodemedic/20240906-secbench/serve-here.js/serve-here.js-1.1.0_NodeMedic,CWE-94,Exited 0,0.,0.,8.673566107,false,false,
results/nodemedic/20240906-secbench/static-eval/static-eval-1.1.1_NodeMedic,CWE-94,Exited 0,0.,0.,9.125904727,false,false,
results/nodemedic/20240906-secbench/fakelearnnodejs/fakelearnnodejs-0.0.1_NodeMedic,CWE-22,Exited 0,0.,0.,25.640671127,false,false,
results/nodemedic/20240906-secbench/swiper/swiper-6.5.0_NodeMedic,CWE-471,Exited 0,0.,0.,8.216766295,false,false,
results/nodemedic/20240906-secbench/ltt.js/ltt.js-1.0.0_NodeMedic,CWE-94,Exited 0,0.,0.,8.849569454,false,false,
results/nodemedic/20240906-secbench/isv-http/isv-http-0.0.9_NodeMedic,CWE-22,Exited 0,0.,0.,9.054346566,false,false,
results/nodemedic/20240906-secbench/run-this-place/run-this-place-1.0.2_NodeMedic,CWE-22,Exited 0,0.,0.,8.636030583,false,false,
results/nodemedic/20240906-secbench/deep-set/deep-set-1.0.0_NodeMedic,CWE-471,Exited 0,0.,0.,8.406030075,false,false,
results/nodemedic/20240906-secbench/djv/djv-2.0.0_NodeMedic,CWE-94,Exited 0,0.,0.,91.933993251,false,false,
results/nodemedic/20240906-secbench/modulify/modulify-0.1.0_NodeMedic,CWE-94,Exited 0,0.,0.,9.895028523,false,false,
results/nodemedic/20240906-secbench/madlib-object-utils/madlib-object-utils-0.1.6_NodeMedic,CWE-471,Exited 0,0.,0.,13.570073374,false,false,
results/nodemedic/20240906-secbench/node-forge/node-forge-0.9.0_NodeMedic,CWE-471,Exited 0,0.,0.,8.237736694,false,false,
results/nodemedic/20240906-secbench/safetydance/safetydance-2.0.1_NodeMedic,CWE-471,Exited 0,0.,0.,8.34525035,false,false,
results/nodemedic/20240906-secbench/jsonpointer/jsonpointer-4.0.0_NodeMedic,CWE-471,Exited 0,0.,0.,7.472765804,false,false,
results/nodemedic/20240906-secbench/dot-notes/dot-notes-3.2.0_NodeMedic,CWE-471,Exited 0,0.,0.,7.737740366,false,false,
results/nodemedic/20240906-secbench/augustine/augustine-0.2.3_NodeMedic,CWE-22,Exited 0,0.,0.,9.103084905,false,false,
results/nodemedic/20240906-secbench/cuciuci/cuciuci-1.1.0_NodeMedic,CWE-22,Exited 0,0.,0.,8.969582768,false,false,
results/nodemedic/20240906-secbench/lander/lander-1.0.0_NodeMedic,CWE-22,Exited 0,0.,0.,9.172872258,false,false,
results/nodemedic/20240906-secbench/httpea/httpea-3.0.4_NodeMedic,CWE-22,Exited 0,0.,0.,8.331830406,false,false,
results/nodemedic/20240906-secbench/diskusage-ng/diskusage-ng-0.2.6_NodeMedic,CWE-78,Exited 0,7.598,10.645,48.259927205,true,false,
results/nodemedic/20240906-secbench/alfred-workflow-nodejs/alfred-workflow-nodejs-2.0.1_NodeMedic,CWE-78,Exited 0,120.056,0.,153.987146865,false,false,
results/nodemedic/20240906-secbench/ion-parser/ion-parser-0.5.2_NodeMedic,CWE-471,Exited 0,0.,0.,8.568050503,false,false,
results/nodemedic/20240906-secbench/myprolyz/myprolyz-1.1.0_NodeMedic,CWE-22,Exited 0,0.,0.,9.399865553,false,false,
results/nodemedic/20240906-secbench/querymen/querymen-2.1.3_NodeMedic,CWE-471,Exited 0,0.,0.,8.936199888,false,false,
results/nodemedic/20240906-secbench/enpeem/enpeem-2.2.0_NodeMedic,CWE-78,Exited 0,8.228,11.997,49.677100811,true,false,
results/nodemedic/20240906-secbench/ex-http-frame/ex-http-frame-1.0.2_NodeMedic,CWE-22,Exited 0,0.,0.,14.718806,false,false,
results/nodemedic/20240906-secbench/mfrs/mfrs-1.0.0_NodeMedic,CWE-22,Exited 0,0.,0.,8.431103174,false,false,
results/nodemedic/20240906-secbench/wifiscanner/wifiscanner-1.0.1_NodeMedic,CWE-94,Exited 0,0.,0.,8.545955207,false,false,
results/nodemedic/20240906-secbench/asset-cache/asset-cache-0.0.6_NodeMedic,CWE-22,Exited 0,0.,0.,19.315728449,false,false,
results/nodemedic/20240906-secbench/iniparserjs/iniparserjs-1.0.4_NodeMedic,CWE-471,Exited 0,0.,0.,8.535887757,false,false,
results/nodemedic/20240906-secbench/npm-help/npm-help-1.0.0_NodeMedic,CWE-78,Exited 0,12.868,5.079,28.359414627,true,false,
results/nodemedic/20240906-secbench/algoliasearch-helper/algoliasearch-helper-3.6.0_NodeMedic,CWE-471,Exited 0,0.,0.,9.121436237,false,false,
results/nodemedic/20240906-secbench/kill-process-by-name/kill-process-by-name-1.0.5_NodeMedic,CWE-78,Exited 0,7.449,5.084,20.634530241,true,false,
results/nodemedic/20240906-secbench/local-devices/local-devices-2.0.0_NodeMedic,CWE-94,Exited 0,0.,0.,55.067793428,false,false,
results/nodemedic/20240906-secbench/inireader/inireader-1.0.0_NodeMedic,CWE-471,Exited 0,0.,0.,8.492595302,false,false,
results/nodemedic/20240906-secbench/fast-http/fast-http-0.1.3_NodeMedic,CWE-22,Exited 0,0.,0.,26.158973049,false,false,
results/nodemedic/20240906-secbench/node-srv/node-srv-2.0.0_NodeMedic,CWE-22,Exited 0,0.,0.,9.617450989,false,false,
results/nodemedic/20240906-secbench/pdf-image/pdf-image-2.0.0_NodeMedic,CWE-78,Exited 0,92.282,0.,110.142056371,false,false,
results/nodemedic/20240906-secbench/wind-mvc/wind-mvc-0.0.6_NodeMedic,CWE-22,Exited 0,0.,0.,9.317732989,false,false,
results/nodemedic/20240906-secbench/ussasasa/ussasasa-1.0.0_NodeMedic,CWE-22,Exited 0,0.,0.,9.810537656,false,false,
results/nodemedic/20240906-secbench/think-config/think-config-1.0.0_NodeMedic,CWE-471,Exited 0,0.,0.,9.712065698,false,false,
results/nodemedic/20240906-secbench/async-git/async-git-1.13.1_NodeMedic,CWE-78,Exited 0,0.,0.,34.327661064,false,false,
results/nodemedic/20240906-secbench/serve46/serve46-1.0.0_NodeMedic,CWE-22,Exited 0,0.,0.,8.659364982,false,false,
results/nodemedic/20240906-secbench/mootools/mootools-1.5.2_NodeMedic,CWE-471,Exited 0,0.,0.,9.115219103,false,false,
results/nodemedic/20240906-secbench/11xiaoli/11xiaoli-1.1.0_NodeMedic,CWE-22,Exited 0,0.,0.,9.901354108,false,false,
results/nodemedic/20240906-secbench/im-resize/im-resize-2.3.2_NodeMedic,CWE-78,Exited 0,0.,0.,22.966292647,false,false,
results/nodemedic/20240906-secbench/wintiwebdev/wintiwebdev-1.0.0_NodeMedic,CWE-22,Exited 0,0.,0.,8.673897226,false,false,
results/nodemedic/20240906-secbench/der-server/der-server-0.0.9_NodeMedic,CWE-22,Exited 0,0.,0.,9.517562987,false,false,
results/nodemedic/20240906-secbench/serverabc/serverabc-1.0.0_NodeMedic,CWE-22,Exited 0,0.,0.,8.584838913,false,false,
results/nodemedic/20240906-secbench/nodejsccc/nodejsccc-1.0.0_NodeMedic,CWE-22,Exited 0,0.,0.,8.696757962,false,false,
results/nodemedic/20240906-secbench/paopao613/paopao613-1.0.0_NodeMedic,CWE-22,Exited 0,0.,0.,9.525481045,false,false,
results/nodemedic/20240906-secbench/command-exists/command-exists-1.2.2_NodeMedic,CWE-78,Exited 0,8.008,5.079,32.209851667,true,false,
results/nodemedic/20240906-secbench/ffmpeg-sdk/ffmpeg-sdk-0.0.5_NodeMedic,CWE-78,Exited 0,8.398,5.083,23.880448218,true,false,
results/nodemedic/20240906-secbench/mixin-deep/mixin-deep-2.0.0_NodeMedic,CWE-471,Exited 0,0.,0.,8.166331317,false,false,
results/nodemedic/20240906-secbench/cypserver/cypserver-1.0.0_NodeMedic,CWE-22,Exited 0,0.,0.,9.120563799,false,false,
results/nodemedic/20240906-secbench/file-static-server/file-static-server-1.0.2_NodeMedic,CWE-22,Exited 0,0.,0.,8.05822141,false,false,
results/nodemedic/20240906-secbench/ljjnodeserve/ljjnodeserve-1.0.0_NodeMedic,CWE-22,Exited 0,0.,0.,9.372308588,false,false,
results/nodemedic/20240906-secbench/merge-deep2/merge-deep2-3.0.5_NodeMedic,CWE-471,Exited 0,0.,0.,7.451460811,false,false,
results/nodemedic/20240906-secbench/strider-git/strider-git-1.0.3_NodeMedic,CWE-78,Exited 0,93.98,0.,123.91566802,false,false,
results/nodemedic/20240906-secbench/arpping/arpping-2.0.0_NodeMedic,CWE-78,Exited 0,10.382,5.095,31.3036441,true,false,
results/nodemedic/20240906-secbench/kill-port-process/kill-port-process-0.0.1_NodeMedic,CWE-78,Exited 0,11.224,10.207,38.102100462,true,false,
results/nodemedic/20240906-secbench/macfromip/macfromip-1.1.1_NodeMedic,CWE-78,Exited 0,8.545,10.138,27.352237058,true,false,
results/nodemedic/20240906-secbench/dylmomo/dylmomo-1.0.0_NodeMedic,CWE-22,Exited 0,0.,0.,8.67335182,false,false,
results/nodemedic/20240906-secbench/nitro-server/nitro-server-1.3.3_NodeMedic,CWE-22,Exited 0,0.,0.,8.761110771,false,false,
results/nodemedic/20240906-secbench/minimist/minimist-1.0.0_NodeMedic,CWE-471,Exited 0,0.,0.,8.559859446,false,false,
results/nodemedic/20240906-secbench/canvas-designer/canvas-designer-1.2.1_NodeMedic,CWE-22,Exited 0,0.,0.,9.407615488,false,false,
results/nodemedic/20240906-secbench/arr-flatten-unflatten/arr-flatten-unflatten-1.1.4_NodeMedic,CWE-471,Exited 0,94.298,0.,141.942849765,false,false,
results/nodemedic/20240906-secbench/eivindfjeldstad-dot/eivindfjeldstad-dot-0.0.1_NodeMedic,CWE-471,Exited 0,0.,0.,8.006124461,false,false,
results/nodemedic/20240906-secbench/rollup-plugin-server/rollup-plugin-server-0.7.0_NodeMedic,CWE-22,Exited 0,0.,0.,8.690460152,false,false,
results/nodemedic/20240906-secbench/worksmith/worksmith-1.0.0_NodeMedic,CWE-471,Exited 0,0.,0.,17.375769669,false,false,
results/nodemedic/20240906-secbench/peiserver/peiserver-1.0.0_NodeMedic,CWE-22,Exited 0,0.,0.,9.282880094,false,false,
results/nodemedic/20240906-secbench/deeply/deeply-3.0.0_NodeMedic,CWE-471,Exited 0,0.,0.,8.243866681,false,false,
results/nodemedic/20240906-secbench/yzt/yzt-1.4.0_NodeMedic,CWE-22,Exited 0,0.,0.,9.191241702,false,false,
results/nodemedic/20240906-secbench/gamebutler/gamebutler-1.0.4_NodeMedic,CWE-22,Exited 0,0.,0.,9.498955379,false,false,
results/nodemedic/20240906-secbench/mongoosemask/mongoosemask-0.0.6_NodeMedic,CWE-94,Exited 0,0.,0.,9.397221458,false,false,
results/nodemedic/20240906-secbench/crud-file-server/crud-file-server-0.7.0_NodeMedic,CWE-22,Exited 0,0.,0.,9.132519208,false,false,
results/nodemedic/20240906-secbench/severzlt/severzlt-1.0.0_NodeMedic,CWE-22,Exited 0,0.,0.,8.958242844,false,false,
results/nodemedic/20240906-secbench/zwserver/zwserver-0.1.1_NodeMedic,CWE-22,Exited 0,0.,0.,9.478179243,false,false,
results/nodemedic/20240906-secbench/serveryaozeyan/serveryaozeyan-1.0.4_NodeMedic,CWE-22,Exited 0,0.,0.,8.448292395,false,false,
results/nodemedic/20240906-secbench/mcstatic/mcstatic-0.0.20_NodeMedic,CWE-22,Exited 0,0.,0.,8.739270108,false,false,
results/nodemedic/20240906-secbench/bestzip/bestzip-2.1.6_NodeMedic,CWE-78,Exited 0,0.,0.,8.189211285,false,false,
results/nodemedic/20240906-secbench/serveryztyzt/serveryztyzt-1.4.0_NodeMedic,CWE-22,Exited 0,0.,0.,8.380178906,false,false,
results/nodemedic/20240906-secbench/serverlyr/serverlyr-1.1.0_NodeMedic,CWE-22,Exited 0,0.,0.,8.573329207,false,false,
results/nodemedic/20240906-secbench/xxf11/xxf11-1.0.1_NodeMedic,CWE-22,Exited 0,0.,0.,9.411795337,false,false,
results/nodemedic/20240906-secbench/nodeaaaaa/nodeaaaaa-1.3.0_NodeMedic,CWE-22,Exited 0,0.,0.,8.827913063,false,false,
results/nodemedic/20240906-secbench/liyujing/liyujing-1.1.0_NodeMedic,CWE-22,Exited 0,0.,0.,9.5176874,false,false,
results/nodemedic/20240906-secbench/aurelia-path/aurelia-path-1.1.7_NodeMedic,CWE-471,Exited 0,0.,0.,7.953450798,false,false,
results/nodemedic/20240906-secbench/proxey/proxey-0.4.2_NodeMedic,CWE-22,Exited 0,0.,0.,8.926102618,false,false,
results/nodemedic/20240906-secbench/liuyaserver/liuyaserver-1.0.0_NodeMedic,CWE-22,Exited 0,0.,0.,9.44211773,false,false,
results/nodemedic/20240906-secbench/zhanglina/zhanglina-1.0.0_NodeMedic,CWE-22,Exited 0,0.,0.,9.394051661,false,false,
results/nodemedic/20240906-secbench/hoek/hoek-5.0.0_NodeMedic,CWE-471,Exited 0,0.,0.,8.161675345,false,false,
results/nodemedic/20240906-secbench/git-dummy-commit/git-dummy-commit-1.3.0_NodeMedic,CWE-78,Exited 0,0.,0.,8.870292353,false,false,
results/nodemedic/20240906-secbench/total.js/total.js-3.4.6_NodeMedic,CWE-94,Exited 0,0.,0.,12.240534286,false,false,
results/nodemedic/20240906-secbench/gity/gity-1.0.5_NodeMedic,CWE-78,Exited 0,0.,0.,8.665658171,false,false,
results/nodemedic/20240906-secbench/caihong/caihong-1.0.0_NodeMedic,CWE-22,Exited 0,0.,0.,8.861458075,false,false,
results/nodemedic/20240906-secbench/json8-merge-patch/json8-merge-patch-1.0.1_NodeMedic,CWE-471,Exited 0,0.,0.,8.620641525,false,false,
results/nodemedic/20240906-secbench/json-schema/json-schema-0.3.0_NodeMedic,CWE-471,Exited 0,0.,0.,8.539167894,false,false,
results/nodemedic/20240906-secbench/react-dev-utils/react-dev-utils-11.0.0_NodeMedic,CWE-78,Exited 0,0.,0.,7.709359618,false,false,
results/nodemedic/20240906-secbench/adb-driver/adb-driver-0.1.8_NodeMedic,CWE-78,Exited 0,0.,0.,10.060070862,false,false,
results/nodemedic/20240906-secbench/find-process/find-process-1.4.4_NodeMedic,CWE-78,Exited 0,0.,0.,8.33395049,false,false,
results/nodemedic/20240906-secbench/@vivaxy-here/@vivaxy-here-3.1.0_NodeMedic,CWE-22,Exited 0,0.,0.,8.393266972,false,false,
results/nodemedic/20240906-secbench/fast-json-patch/fast-json-patch-2.0.4_NodeMedic,CWE-471,Exited 0,0.,0.,21.573283302,false,false,
results/nodemedic/20240906-secbench/growl/growl-1.9.0_NodeMedic,CWE-78,Exited 0,0.,0.,9.05344405,false,false,
results/nodemedic/20240906-secbench/xbhxbh/xbhxbh-1.1.0_NodeMedic,CWE-22,Exited 0,0.,0.,8.997295729,false,false,
results/nodemedic/20240906-secbench/webrepl/webrepl-0.4.7_NodeMedic,CWE-22,Exited 0,0.,0.,9.376215627,false,false,
results/nodemedic/20240906-secbench/serverzyqzyq/serverzyqzyq-1.1.0_NodeMedic,CWE-22,Exited 0,0.,0.,8.833799848,false,false,
results/nodemedic/20240906-secbench/mquery/mquery-3.2.1_NodeMedic,CWE-471,Exited 0,0.,0.,9.139807199,false,false,
results/nodemedic/20240906-secbench/predefine/predefine-0.1.2_NodeMedic,CWE-471,Exited 0,0.,0.,7.824527826,false,false,
results/nodemedic/20240906-secbench/supermixer/supermixer-1.0.3_NodeMedic,CWE-471,Exited 0,0.,0.,8.887811329,false,false,
results/nodemedic/20240906-secbench/y18n/y18n-3.2.1_NodeMedic,CWE-471,Exited 0,0.,0.,8.280127107,false,false,
results/nodemedic/20240906-secbench/lsof/lsof-0.1.0_NodeMedic,CWE-78,Exited 0,0.,0.,8.553593694,false,false,
results/nodemedic/20240906-vulcan/tomato/tomato-0.0.7_NodeMedic,CWE-78,Exited 0,0.,0.,25.949717204,false,false,
results/nodemedic/20240906-vulcan/chartkick/chartkick-3.1.3_NodeMedic,CWE-471,Exited 0,0.,0.,11.01460477,false,false,
results/nodemedic/20240906-vulcan/object-extend/object-extend-0.5.0_NodeMedic,CWE-471,Exited 0,0.,0.,8.521357593,false,false,
results/nodemedic/20240906-vulcan/open/open-0.0.5_NodeMedic,CWE-78,Exited 0,0.,0.,21.621144042,false,false,
results/nodemedic/20240906-vulcan/reggae/reggae-0.0.1_NodeMedic,CWE-471,Exited 0,0.,0.,8.194701832,false,false,
results/nodemedic/20240906-vulcan/access-policy/access-policy-3.1.0_NodeMedic,CWE-94,Exited 0,12.261,11.269,76.723561153,true,false,
results/nodemedic/20240906-vulcan/cd-messenger/cd-messenger-2.7.26_NodeMedic,CWE-94,Exited 0,0.,0.,12.415583639,false,false,
results/nodemedic/20240906-vulcan/set-value/set-value-3.0.0_NodeMedic,CWE-471,Exited 0,0.,0.,7.406966613,false,false,
results/nodemedic/20240906-vulcan/merge-objects/merge-objects-1.0.5_NodeMedic,CWE-471,Exited 0,0.,0.,9.783650589,false,false,
results/nodemedic/20240906-vulcan/proctree/proctree-0.1.1_NodeMedic,CWE-78,Exited 0,3.455,0.,21.465564421,false,false,
results/nodemedic/20240906-vulcan/cached-path-relative/cached-path-relative-1.0.1_NodeMedic,CWE-471,Exited 0,0.,0.,12.427551463,false,false,
results/nodemedic/20240906-vulcan/md-to-pdf/md-to-pdf-4.1.0_NodeMedic,CWE-94,Exited 0,0.,0.,10.20571674,false,false,
results/nodemedic/20240906-vulcan/tree-kill/tree-kill-1.2.1_NodeMedic,CWE-78,Exited 0,7.144,15.583,53.423170734,true,false,
