benchmark,cwe,marker,static_time,symb_time,total_time,exploit,
/bench/results/res-20240925T135331/CWE-22/463_GHSA-ggq8-j54v-54x8/sspa-0.1.0/sspa.js,CWE-22,Timeout,0.,0.,300.004,false,
/bench/results/res-20240925T135331/CWE-22/560_GHSA-68gr-cmcp-g3mj/lactate-0.13.12/lib/lactate.js,CWE-22,Exited 0,2.663391,0.,2.69819,false,
/bench/results/res-20240925T135331/CWE-22/GHSA-m33v-338h-4v9f/runtime-1.2.7/lib/storage/localfilesystem/projects/Project.js,CWE-22,Exited 0,3.012194,0.,3.0477,false,
/bench/results/res-20240925T135331/CWE-22/371_GHSA-g8wf-rcg3-qw4q/tinyserver2-0.5.2/tinyserver.js,CWE-22,Exited 0,35.664572,9.8e-05,35.698,false,
/bench/results/res-20240925T135331/CWE-22/454_GHSA-qh38-wrgf-cj2c/iter-server-1.0.0/http.js,CWE-22,Exited 0,38.477028,9.3e-05,38.5072,false,
/bench/results/res-20240925T135331/CWE-22/447_GHSA-jpjp-vxv6-59hm/open-device-4.0.1/lib/server-accessible.js,CWE-22,Exited 0,38.362229,1.02628,39.4314,true,
/bench/results/res-20240925T135331/CWE-22/GHSA-pmw4-jgxx-pcq9/ftp-srv-2.19.6/src/fs.js,CWE-22,Exited 0,41.320276,1.098892,42.4632,true,
/bench/results/res-20240925T135331/CWE-22/1008_GHSA-qjfh-xc44-rm9x/file-static-server-1.0.2/lib/file.js,CWE-22,Exited 0,36.09469,9.1e-05,36.1293,false,
/bench/results/res-20240925T135331/CWE-22/303_GHSA-xqqr-p362-6rmc/hostr-2.3.5/lib/routes/statics.js,CWE-22,Exited 0,36.077687,0.000124,36.1119,false,
/bench/results/res-20240925T135331/CWE-22/448_GHSA-25jw-gcfj-283j/360class.jansenhm-0.1.1/fileServer.js,CWE-22,Exited 0,34.156757,8.7e-05,34.1865,false,
/bench/results/res-20240925T135331/CWE-22/448_GHSA-25jw-gcfj-283j/360class.jansenhm-0.1.1/weatherServer.js,CWE-22,Exited 0,34.888345,9.1e-05,34.9202,false,
/bench/results/res-20240925T135331/CWE-22/391_GHSA-jpg7-6c9f-7q54/datachannel-client-1.0.2/server.js,CWE-22,Exited 0,34.061063,0.000102,34.0951,false,
/bench/results/res-20240925T135331/CWE-22/411_GHSA-6qh5-wx38-q92g/ltt.js-1.0.0/index.js,CWE-22,Exited 0,34.181388,8.6e-05,34.2152,false,
/bench/results/res-20240925T135331/CWE-22/554_GHSA-g8m7-qhv7-9h5x/serve-here-3.2.0/middleware/file-explorer.js,CWE-22,Exited 0,1.842043,0.,1.8717,false,
/bench/results/res-20240925T135331/CWE-22/468_GHSA-h372-w3xp-2jg3/section2.madisonjbrooks12-0.1.1/static.js,CWE-22,Exited 0,34.364137,0.000134,34.3982,false,
/bench/results/res-20240925T135331/CWE-22/561_GHSA-q2qh-cgc2-qhr3/serve-6.4.8/lib/server.js,CWE-22,Exited 0,31.024096,9.9e-05,31.0594,false,
/bench/results/res-20240925T135331/CWE-22/471_GHSA-v464-rcx7-j875/infraserver-0.0.1/infra.data.js,CWE-22,Exited 2,0.,0.,0.0305688,false,
/bench/results/res-20240925T135331/CWE-22/423_GHSA-frcq-4ffq-v4mw/lessindex-1.0.0/index.js,CWE-22,Exited 0,34.562814,8.2e-05,34.5979,false,
/bench/results/res-20240925T135331/CWE-22/380_GHSA-qpwf-4fx5-crqq/earlybird-0.1.7/tools.js,CWE-22,Exited 0,27.608356,8.4e-05,27.6425,false,
/bench/results/res-20240925T135331/CWE-22/395_GHSA-x2jj-x3q2-7hph/11xiaoli-1.1.0/dome.js,CWE-22,Exited 0,34.723919,9.2e-05,34.7543,false,
/bench/results/res-20240925T135331/CWE-22/676_GHSA-8h8v-6qqm-fwpq/express-cart-1.1.5/src/routes/admin.js,CWE-22,Exited 2,0.,0.,0.028883,false,
/bench/results/res-20240925T135331/CWE-22/438_GHSA-4vcm-qfxh-p6c3/getcityapi.yoehoehne-0.0.1/src/static.js,CWE-22,Exited 2,0.,0.,0.029717,false,
/bench/results/res-20240925T135331/CWE-22/373_GHSA-8h55-49jm-739x/easyquick-0.1.1/tools.js,CWE-22,Exited 0,27.574804,8.4e-05,27.6079,false,
/bench/results/res-20240925T135331/CWE-22/462_GHSA-8w74-g84v-c5w8/chatbyvista-0.1.0/server.js,CWE-22,Exited 0,38.108334,8.7e-05,38.1421,false,
/bench/results/res-20240925T135331/CWE-22/GHSA-4j46-mp85-mv8c/rollup-plugin-serve-1.0.1/dist/index.es.js,CWE-22,Exited 0,31.185861,8.2e-05,31.2208,false,
/bench/results/res-20240925T135331/CWE-22/431_GHSA-pxq7-4ppw-qp7f/serverzyy-1.0.0/index.js,CWE-22,Exited 0,34.306671,0.000119,34.342,false,
/bench/results/res-20240925T135331/CWE-22/342_GHSA-cch6-5x4h-6qc5/tiny-http-2.0.8/dist/http.js,CWE-22,Exited 0,44.027384,9.5e-05,44.0624,false,
/bench/results/res-20240925T135331/CWE-22/422_GHSA-5jg5-w395-9684/ltt-1.1.0/src/index.js,CWE-22,Exited 2,0.,0.,0.030252,false,
/bench/results/res-20240925T135331/CWE-22/424_GHSA-79p8-4cwq-rhqh/jn_jj_server-0.0.8/index.js,CWE-22,Exited 0,37.238661,8.9e-05,37.2717,false,
/bench/results/res-20240925T135331/CWE-22/89_GHSA-xg5r-8j97-2wrj/restafary-1.6.0/lib/restafary.js,CWE-22,Exited 0,36.938486,0.00015,36.9715,false,
/bench/results/res-20240925T135331/CWE-22/444_GHSA-xqfm-ff6g-24c7/dgard8.lab6-0.0.1/src/static.js,CWE-22,Exited 2,0.,0.,0.03089,false,
/bench/results/res-20240925T135331/CWE-22/346_GHSA-g7j3-p357-cw8p/f2e-server-1.12.11/nodeLib/index.js,CWE-22,Exited 0,2.781304,0.,2.81036,false,
/bench/results/res-20240925T135331/CWE-22/378_GHSA-j9wj-26p5-fj2v/gaoxuyan-1.1.0/index.js,CWE-22,Exited 0,33.938974,8.7e-05,33.9679,false,
/bench/results/res-20240925T135331/CWE-22/466_GHSA-m874-69ww-w7jq/whispercast-0.1.0/whispercast.js,CWE-22,Exited 0,35.80785,0.00012,35.8423,false,
/bench/results/res-20240925T135331/CWE-22/470_GHSA-j5mg-fpq8-vvxv/commentapp.stetsonwood-0.0.1/server.js,CWE-22,Exited 0,36.019646,8.2e-05,36.0557,false,
/bench/results/res-20240925T135331/CWE-22/465_GHSA-5x5w-v4xq-p64r/ewgaddis.lab6-0.1.1/simple.js,CWE-22,Exited 0,34.255616,0.00013,34.2861,false,
/bench/results/res-20240925T135331/CWE-22/1037_GHSA-gvff-25cc-4f66/restify-swagger-jsdoc-3.2.0/js/index.js,CWE-22,Exited 0,44.264188,0.18179,44.4816,false,
/bench/results/res-20240925T135331/CWE-22/407_GHSA-wqr3-24xm-fxhq/wffserve-1.0.0/index.js,CWE-22,Exited 0,34.36137,0.0001,34.3946,false,
/bench/results/res-20240925T135331/CWE-22/389_GHSA-f2rc-6xjq-95gq/shenliru-1.2.0/index.js,CWE-22,Exited 0,34.055154,8.2e-05,34.0881,false,
/bench/results/res-20240925T135331/CWE-22/305_GHSA-2r7f-4h2c-5x73/fury-adapter-swagger-0.9.6/lib/parser.js,CWE-22,Exited 0,37.316489,0.000147,37.3513,false,
/bench/results/res-20240925T135331/CWE-22/460_GHSA-8xj3-7258-w4q2/dasafio-1.2.0/desafio.js,CWE-22,Exited 0,34.724228,9e-05,34.7583,false,
/bench/results/res-20240925T135331/CWE-22/464_GHSA-f8rj-4v7g-p5rj/jansenstuffpleasework-0.1.1/fileServer.js,CWE-22,Exited 0,34.41654,9e-05,34.4504,false,
/bench/results/res-20240925T135331/CWE-22/95_GHSA-6cpc-mj5c-m9rq/cli-0.11.3/cli.js,CWE-22,Exited 0,47.465017,0.000124,47.5,false,
/bench/results/res-20240925T135331/CWE-22/1025_GHSA-crf7-fvjx-863q/zero-1.0.4/lib/router/index.js,CWE-22,Exited 0,31.803076,0.000106,31.8381,false,
/bench/results/res-20240925T135331/CWE-22/641_GHSA-3r8f-gphx-9m2c/mcstatic-0.0.20/lib/staticFileHandler.js,CWE-22,Exited 0,38.329798,2.735606,41.1103,true,
/bench/results/res-20240925T135331/CWE-22/36_GHSA-69rr-wvh9-6c4q/st-0.2.3/st.js,CWE-22,Exited 0,39.084088,8.3e-05,39.116,false,
/bench/results/res-20240925T135331/CWE-22/370_GHSA-vxwf-pprx-wc25/citypredict.whauwiller-0.1.1/weather_server.js,CWE-22,Exited 0,35.896101,0.000132,35.9297,false,
/bench/results/res-20240925T135331/CWE-22/478_GHSA-pq5x-rprq-8jrj/exxxxxxxxxxx-1.0.2/lib/loop.js,CWE-22,Exited 0,29.54733,0.000121,29.5896,false,
/bench/results/res-20240925T135331/CWE-22/440_GHSA-m69q-pmxg-vqch/cypserver-1.0.0/index.js,CWE-22,Exited 0,35.397812,9.8e-05,35.4378,false,
/bench/results/res-20240925T135331/CWE-22/372_GHSA-whcm-29f4-j4mx/zwserver-0.1.1/src/server.js,CWE-22,Exited 2,0.,0.,0.036593,false,
/bench/results/res-20240925T135331/CWE-22/352_GHSA-5w8q-x7hc-jhp6/node-simple-router-0.10.0/lib/router.js,CWE-22,Exited 0,53.792459,9.9e-05,53.8319,false,
/bench/results/res-20240925T135331/CWE-22/399_GHSA-hhff-3c89-5m7p/byucslabsix-0.0.5/server.js,CWE-22,Exited 0,33.158598,9.2e-05,33.1985,false,
/bench/results/res-20240925T135331/CWE-22/413_GHSA-xj6q-9hx8-mm7f/liuyaserver-1.0.0/node.js,CWE-22,Exited 0,35.146915,9e-05,35.1825,false,
/bench/results/res-20240925T135331/CWE-22/455_GHSA-wh33-4p32-g7vh/serverxxx-1.0.0/src/index.js,CWE-22,Exited 2,0.,0.,0.0315428,false,
/bench/results/res-20240925T135331/CWE-22/343_GHSA-3cgg-gh9j-w8vm/iter-http-1.0.13/bin/iter-http.js,CWE-22,Exited 2,0.,0.,0.0352011,false,
/bench/results/res-20240925T135331/CWE-22/477_GHSA-3vg2-4qxc-ch4j/unicorn-list-1.0.3/app/server.js,CWE-22,Exited 0,34.027459,0.0001,34.0666,false,
/bench/results/res-20240925T135331/CWE-22/383_GHSA-9frq-f867-hgqc/fast-http-cli-0.0.8/fast-http.js,CWE-22,Exited 0,29.841329,8.5e-05,29.8796,false,
/bench/results/res-20240925T135331/CWE-22/388_GHSA-8fv7-vm2p-5495/welcomyzt-1.1.0/node.js,CWE-22,Exited 0,35.411449,0.000132,35.4553,false,
/bench/results/res-20240925T135331/CWE-22/428_GHSA-m362-87jc-f39v/uv-tj-demo-1.0.0/server.js,CWE-22,Exited 0,36.601012,0.000156,36.6431,false,
/bench/results/res-20240925T135331/CWE-22/443_GHSA-f7jg-mcvw-9gwv/reecerver-0.1.2/server.js,CWE-22,Exited 0,35.390105,0.000106,35.4238,false,
/bench/results/res-20240925T135331/CWE-22/433_GHSA-78h7-fgq9-625x/quickserver-1.1.0/lib/quickserver.js,CWE-22,Exited 0,29.871113,0.000128,29.9051,false,
/bench/results/res-20240925T135331/CWE-22/418_GHSA-rr77-w4w8-w8wp/tencent-server-0.0.2/tencent-server.js,CWE-22,Exited 0,35.550308,0.000138,35.5847,false,
/bench/results/res-20240925T135331/CWE-22/385_GHSA-vcqg-cmv3-wj57/rtcmulticonnection-client-1.0.5/server.js,CWE-22,Exited 0,35.274103,0.000128,35.3083,false,
/bench/results/res-20240925T135331/CWE-22/419_GHSA-m8pw-hgvj-cwcm/sgqserve-1.0.0/index.js,CWE-22,Exited 0,34.864077,0.000131,34.8989,false,
/bench/results/res-20240925T135331/CWE-22/150_GHSA-f5mh-hq6h-whxv/bitty-0.2.10/index.js,CWE-22,Exited 0,38.224221,8.9e-05,38.2579,false,
/bench/results/res-20240925T135331/CWE-22/390_GHSA-rrfc-g2gh-xvjm/22lixian-1.0.0/demo.js,CWE-22,Exited 0,34.717821,0.000134,34.7512,false,
/bench/results/res-20240925T135331/CWE-22/456_GHSA-qw9c-8p76-3q2x/serve46-1.0.0/index.js,CWE-22,Exited 0,35.129035,9.9e-05,35.1626,false,
/bench/results/res-20240925T135331/CWE-22/GHSA-v3px-6cc8-f8j3/servey-2.2.0/lib/server/index.js,CWE-22,Exited 0,1.922299,0.,1.9564,false,
/bench/results/res-20240925T135331/CWE-22/412_GHSA-4vfj-c2xf-8r48/looppake-3.0.0/index.js,CWE-22,Exited 0,34.021126,0.000129,34.055,false,
/bench/results/res-20240925T135331/CWE-22/476_GHSA-cpp2-q66x-fq44/jikes-0.0.1/app.js,CWE-22,Exited 0,40.266772,0.000125,40.3019,false,
/bench/results/res-20240925T135331/CWE-22/1092_GHSA-vx5w-cxch-wwc9/f-serv-0.2.0/lib/f-serv.js,CWE-22,Exited 0,29.962937,0.000119,29.996,false,
/bench/results/res-20240925T135331/CWE-22/386_GHSA-pr8j-3v7m-j4vv/myprolyz-1.1.0/src/index.js,CWE-22,Exited 2,0.,0.,0.0313079,false,
/bench/results/res-20240925T135331/CWE-22/384_GHSA-76p6-gpvf-6wmv/hftp-0.0.6/lib/static_server.js,CWE-22,Exited 0,36.752177,0.000103,36.7854,false,
/bench/results/res-20240925T135331/CWE-22/475_GHSA-7vq3-wcjw-3fxh/lab6.brit95-0.1.1/static.js,CWE-22,Exited 0,34.466614,9.4e-05,34.4997,false,
/bench/results/res-20240925T135331/CWE-22/394_GHSA-2958-5r4r-wvv6/caolilinode-1.0.0/caolili.js,CWE-22,Exited 0,34.299423,9.4e-05,34.3317,false,
/bench/results/res-20240925T135331/CWE-22/350_GHSA-94x5-94wf-m445/gomeplus-h5-proxy-1.0.15/command.js,CWE-22,Exited 0,27.005183,0.000135,27.0396,false,
/bench/results/res-20240925T135331/CWE-22/1438_GHSA-v45m-2wcp-gg98/bin-links-1.1.5/index.js,CWE-22,Exited 0,31.131327,0.000136,31.1655,false,
/bench/results/res-20240925T135331/CWE-22/397_GHSA-f499-jv47-9wxf/desafio-1.1.0/desafio.js,CWE-22,Exited 0,35.131158,8.3e-05,35.1563,false,
/bench/results/res-20240925T135331/CWE-22/364_GHSA-2f29-pmpx-vj62/serverwg-1.0.0/index.js,CWE-22,Exited 0,34.473232,0.000128,34.5071,false,
/bench/results/res-20240925T135331/CWE-22/421_GHSA-p2r2-h92r-w2mg/mfrserver-1.0.0/index.js,CWE-22,Exited 0,34.775429,0.0001,34.8135,false,
/bench/results/res-20240925T135331/CWE-22/805_GHSA-74cp-qw7f-7hpw/statics-server-0.0.9/index.js,CWE-22,Exited 0,34.53629,0.000144,34.5684,false,
/bench/results/res-20240925T135331/CWE-22/GHSA-8pww-pp5r-rff8/marscode-1.0.1-0/index.js,CWE-22,Exited 0,35.168078,9.1e-05,35.2023,false,
/bench/results/res-20240925T135331/CWE-22/1143_GHSA-2j5x-56p6-hj6x/statichttpserver-0.9.7/lib/middleware/directory.js,CWE-22,Exited 0,29.360948,0.000102,29.3949,false,
/bench/results/res-20240925T135331/CWE-22/459_GHSA-pr49-5hhf-6mm6/serverabc-1.0.0/index.js,CWE-22,Exited 0,34.505215,0.000145,34.5398,false,
/bench/results/res-20240925T135331/CWE-22/396_GHSA-hpw4-m59j-9p52/dylmomo-1.0.0/index.js,CWE-22,Exited 0,34.293966,0.000122,34.3307,false,
/bench/results/res-20240925T135331/CWE-22/349_GHSA-xq98-5rcf-5wqh/badjs-sourcemap-server-0.1.11/index.js,CWE-22,Exited 0,27.36433,0.000103,27.3984,false,
/bench/results/res-20240925T135331/CWE-22/1144_GHSA-4vvp-x9h2-x2vf/public-0.1.5/bin/public,CWE-22,Exited 0,26.491818,0.000103,26.525,false,
/bench/results/res-20240925T135331/CWE-22/445_GHSA-vgjp-vh3c-32v3/mockserve-2.0.6/mock.js,CWE-22,Exited 2,0.,0.,0.030849,false,
/bench/results/res-20240925T135331/CWE-22/25_GHSA-44g9-w23c-5rw7/nhouston-2.0.2/lib/server.js,CWE-22,Exited 0,45.561484,1.960462,47.5672,true,
/bench/results/res-20240925T135331/CWE-22/414_GHSA-mwj7-r5vc-hmc9/hcbserver-1.0.0/index.js,CWE-22,Exited 0,34.230648,0.000129,34.2678,false,
/bench/results/res-20240925T135331/CWE-22/1335_GHSA-qccf-q7p4-3q3j/safe-object2-1.0.3/index.js,CWE-22,Exited 0,29.151995,0.000149,29.2,false,
/bench/results/res-20240925T135331/CWE-22/339_GHSA-cqv6-7fwc-8m3c/xtalk-0.0.7/index.js,CWE-22,Exited 0,52.182962,2.450935,54.6845,true,
/bench/results/res-20240925T135331/CWE-22/437_GHSA-jjgw-jf33-7fg9/mfrs-1.0.0/index.js,CWE-22,Exited 0,34.908702,0.000129,34.943,false,
/bench/results/res-20240925T135331/CWE-22/1519_GHSA-9h4g-27m8-qjrg/socket.io-file-2.0.31/index.js,CWE-22,Exited 0,30.883691,0.00013,30.9187,false,
/bench/results/res-20240925T135331/CWE-22/434_GHSA-cxwc-8pqp-2whw/qinserve-1.0.0/index.js,CWE-22,Exited 0,34.869592,8.8e-05,34.9019,false,
/bench/results/res-20240925T135331/CWE-22/GHSA-xr8h-53xr-jhcm/marked-tree-0.8.1/index.js,CWE-22,Exited 0,36.666295,9.2e-05,36.7012,false,
/bench/results/res-20240925T135331/CWE-22/400_GHSA-c3h5-qchh-46hh/yyooopack-3.0.0/src/node.js,CWE-22,Exited 2,0.,0.,0.0306451,false,
/bench/results/res-20240925T135331/CWE-22/1077_GHSA-2mp5-m968-gwr2/v0.2.6.tar/http-file-server.js,CWE-22,Exited 2,0.,0.,0.0290511,false,
/bench/results/res-20240925T135331/CWE-22/473_GHSA-pwqj-h62h-q35c/goserv-1.0.0/lib/goserv.js,CWE-22,Exited 0,37.717988,9.1e-05,37.7521,false,
/bench/results/res-20240925T135331/CWE-22/377_GHSA-qhf6-vqq9-q2p7/gaoxiaotingtingting-1.1.0/index.js,CWE-22,Exited 0,34.778855,9e-05,34.8098,false,
/bench/results/res-20240925T135331/CWE-22/381_GHSA-w3cg-6577-wx9f/cuciuci-1.1.0/index.js,CWE-22,Exited 0,35.397779,8.4e-05,35.4277,false,
/bench/results/res-20240925T135331/CWE-22/375_GHSA-j6w4-pg6p-5mrv/tmock-0.0.7/app.js,CWE-22,Exited 0,37.804766,0.000108,37.8382,false,
/bench/results/res-20240925T135331/CWE-22/439_GHSA-8vmc-g99q-xj94/dcdcdcdcdc-1.0.0/node.js,CWE-22,Exited 0,35.677634,0.000107,35.7114,false,
/bench/results/res-20240925T135331/CWE-22/450_GHSA-pm44-7gw9-6g8p/uekw1511server-1.0.1/index.js,CWE-22,Exited 0,35.049014,0.000142,35.0817,false,
/bench/results/res-20240925T135331/CWE-22/374_GHSA-xpqw-fqpw-35fc/wangguojing123-1.3.0/index.js,CWE-22,Exited 0,34.633755,0.000132,34.669,false,
/bench/results/res-20240925T135331/CWE-22/461_GHSA-23wc-v4mf-x7v4/intsol-package-1.0.0/index.js,CWE-22,Exited 0,35.619079,0.000142,35.6546,false,
/bench/results/res-20240925T135331/CWE-22/802_GHSA-rv49-54qp-fw42/servey-2.2.0/lib/server/index.js,CWE-22,Exited 0,1.907494,0.,1.94198,false,
/bench/results/res-20240925T135331/CWE-22/347_GHSA-6w83-22gj-5pv9/cyber-js-1.0.7/app.js,CWE-22,Exited 0,35.943363,9.6e-05,35.9774,false,
/bench/results/res-20240925T135331/CWE-22/14_GHSA-g4xp-36c3-f7mr/inert-1.1.0/lib/directory.js,CWE-22,Exited 0,33.463945,0.000142,33.4975,false,
/bench/results/res-20240925T135331/CWE-22/32_GHSA-xwg4-93c6-3h42/send-0.8.3/lib/send.js,CWE-22,Exited 0,38.342098,0.000172,38.3715,false,
/bench/results/res-20240925T135331/CWE-22/1003_GHSA-vfp9-gwrh-wq9g/crud-file-server-0.8.0/crud-file-server.js,CWE-22,Exited 0,77.663299,3.305871,81.0113,true,
/bench/results/res-20240925T135331/CWE-22/665_GHSA-fm87-46vv-jqrr/html-pages-2.0.9/lib/server.js,CWE-22,Exited 0,30.393813,9.3e-05,30.4297,false,
/bench/results/res-20240925T135331/CWE-22/382_GHSA-j38m-7q52-fgfh/node-server-forfront-0.10.7/node-server.js,CWE-22,Exited 0,1.882465,0.,1.91083,false,
/bench/results/res-20240925T135331/CWE-22/398_GHSA-756f-6j3f-48q9/calmquist.static-server-0.1.1/static-server.js,CWE-22,Exited 0,34.059519,0.000108,34.0924,false,
/bench/results/res-20240925T135331/CWE-22/427_GHSA-xgf5-5gjr-4hjq/zjjserver-1.0.0/index.js,CWE-22,Exited 0,35.138672,0.000102,35.1733,false,
/bench/results/res-20240925T135331/CWE-22/393_GHSA-fg6m-q92x-vv38/dcserver-1.0.0/index.js,CWE-22,Exited 0,34.65815,9.9e-05,34.6911,false,
/bench/results/res-20240925T135331/CWE-22/469_GHSA-rgq8-25qc-h54q/myserver.alexcthomas18-0.0.1/static.js,CWE-22,Exited 0,35.282056,0.000163,35.3136,false,
/bench/results/res-20240925T135331/CWE-22/345_GHSA-c3hr-wwh3-qm54/fsk-server-0.2.1/index.js,CWE-22,Exited 0,35.865887,0.000127,35.9003,false,
/bench/results/res-20240925T135331/CWE-22/777_GHSA-73v8-v6g4-vrpm/decompress-zip-0.3.1/lib/extractor.js,CWE-22,Exited 2,0.,0.,0.0296741,false,
/bench/results/res-20240925T135331/CWE-22/GHSA-frpw-jrwx-hcfv/node-red-contrib-huemagic-3.0.0/huemagic/hue-magic.js,CWE-22,Exited 0,39.956225,0.967342,40.9658,true,
/bench/results/res-20240925T135331/CWE-22/355_GHSA-gqfv-g9f6-3v3m/serveryaozeyan-1.0.4/index.js,CWE-22,Exited 0,34.622169,9.5e-05,34.6551,false,
/bench/results/res-20240925T135331/CWE-22/990_GHSA-m8cr-q935-8j67/buttle-0.3.1/lib/mid-buttle.js,CWE-22,Exited 0,39.371179,0.,40.4089,false,
/bench/results/res-20240925T135331/CWE-22/344_GHSA-23vf-5g53-hm9q/87de3f13465e9d4d21eb75be8143cdc4085a19b3/server.js,CWE-22,Exited 2,0.,0.,0.0243831,false,
/bench/results/res-20240925T135331/CWE-22/363_GHSA-g87g-4x3w-f8jp/serverwzl-1.3.1/src/index.js,CWE-22,Exited 2,0.,0.,0.023458,false,
/bench/results/res-20240925T135331/CWE-78/GHSA-wj6h-7chw-x4h2/get-git-data-1.3.1/index.js,CWE-78,Exited 0,39.05471,123.639597,162.747,true,
/bench/results/res-20240925T135331/CWE-78/998_GHSA-g8vp-6hv4-m67c/entitlements-1.2.0/index.js,CWE-78,Exited 0,32.078411,1.069185,33.201,true,
/bench/results/res-20240925T135331/CWE-78/GHSA-753c-phhg-cj29/madge-4.0.0/lib/graph.js,CWE-78,Exited 0,45.50268,4.120217,49.6752,true,
/bench/results/res-20240925T135331/CWE-78/1499_GHSA-8whr-v3gm-w8h9/node-rules-4.0.2/lib/node-rules.js,CWE-78,Exited 0,42.751858,12.563063,55.3725,true,
/bench/results/res-20240925T135331/CWE-78/GHSA-x67x-98x7-wv26/gulp-tape-1.0.0/index.js,CWE-78,Exited 0,38.041789,0.938193,39.0281,true,
